id,family,genus,species,location,sitename,habitat,lat,long,date,weight,tl,sl,intestine_length,intestine_diameter,intestine_surface,trophic_guild_predicted,troph,level_troph,elongation,level_elon,MaxLengthTL
MOO18_F716,Balistidae,Rhinecanthus,Rhinecanthus aculeatus,Moorea,SudRight,Pass,-17.59573,-149.84125,13/11/2018,70.2,152,124,287.966,4.6879,4241.01126,5,3.22,species,2.16,species,30
MOO18_F717,Aulostomidae,Aulostomus,Aulostomus chinensis,Moorea,SudRight,Pass,-17.59573,-149.84125,13/11/2018,344,623,541,141.742,6.5146,2900.922885,NA,4.24,species,11.53,species,80
MOO18_F719,Chaetodontidae,Chaetodon,Chaetodon auriga,Moorea,SudLeft,Pass,-17.59345,-149.84709,13/11/2018,92.2,186,144,773.726,2.9998,7291.709606,3,3.13,species,1.55,species,23
MOO18_F720,Chaetodontidae,Chaetodon,Chaetodon auriga,Moorea,SudLeft,Pass,-17.59345,-149.84709,13/11/2018,80.6,205,139,854.179,2.9903,8024.417634,3,3.13,species,1.55,species,23
MOO18_F721,Serranidae,Epinephelus,Epinephelus merra,Moorea,SudLeft,Pass,-17.59345,-149.84709,13/11/2018,80.9,187,150,132.212,2.4197,1005.037513,7,4.38,species,2.98,species,32
MOO18_F722,Holocentridae,Myripristis,Myripristis violacea,Moorea,SudLeft,Pass,-17.59345,-149.84709,13/11/2018,113.1,189,144,268.709,3.3728,2847.23081,7,3.45,species,2.33,species,35
MOO18_F723,Holocentridae,Myripristis,Myripristis violacea,Moorea,SudLeft,Pass,-17.59345,-149.84709,13/11/2018,175,205,153,269.982,4.1144,3489.724916,7,3.45,species,2.33,species,35
MOO18_F724,Holocentridae,Myripristis,Myripristis violacea,Moorea,SudLeft,Pass,-17.59345,-149.84709,13/11/2018,152.2,213,159,239.342,3.7005,2782.461712,7,3.45,species,2.33,species,35
MOO18_F725,Holocentridae,Sargocentron,Sargocentron spiniferum,Moorea,SudLeft,Pass,-17.59345,-149.84709,13/11/2018,413,275,220,312.257,6.3447,6224.051071,7,3.8,species,2.46,species,56.61
MOO18FE005,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,TheHangover,Lagoon,-17.54487,-149.90109,30/03/2018,74.8,145,108,553.207,4.5087,7835.899886,2,2.78,species,1.96,species,27
MOO18FE006,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,TheHangover,Lagoon,-17.54487,-149.90109,30/03/2018,67.7,142,105,689.176,4.1942,9080.905447,2,2.78,species,1.96,species,27
MOO18FE007,Chaetodontidae,Chaetodon,Chaetodon ornatissimus,Moorea,Manava,Slope,-17.47294,-149.80658,22/03/2018,103.5,140,122,1627.564,2.9851,15263.24348,3,3.34,species,1.44,species,20
MOO18FE008,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,Manava,Slope,-17.47294,-149.80658,22/03/2018,103.8,200,170,136.963,1.8835,810.4360615,4,4.16,species,3.02,species,60
MOO18FE009,Labridae,Scarus,Scarus frenatus,Moorea,Manava,Slope,-17.47294,-149.80658,22/03/2018,179.2,222,144,795.769,5.5926,13981.39958,2,2,species,2.84,species,47
MOO18FE010,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,Manava,Slope,-17.47294,-149.80658,22/03/2018,144.3,215,171,159.066,2.8431,1420.755573,4,4.16,species,3.02,species,60
MOO18FE011,Labridae,Epibulus,Epibulus insidiator,Moorea,Manava,Slope,-17.47294,-149.80658,22/03/2018,261.1,248,190,125.054,8.7218,3426.522469,7,4.01,species,2.06,species,65.88
MOO18FE012,Labridae,Scarus,Scarus frenatus,Moorea,SailingSchool,Lagoon,-17.49203,-149.85416,29/03/2018,244.7,230,181,1082.27,6.1312,20846.39564,2,2,species,2.84,species,47
MOO18FE013,Acanthuridae,Acanthurus,Acanthurus achilles,Moorea,Haapiti,Slope,-17.55411,-149.8847,23/03/2018,172.5,182,135,867.614,6.7471,18390.50144,2,2,species,1.81,species,24
MOO18FE014,Acanthuridae,Acanthurus,Acanthurus achilles,Moorea,Haapiti,Slope,-17.55411,-149.8847,23/03/2018,180,198,152,1034.789,6.5846,21405.7808,2,2,species,1.81,species,24
MOO18FE015,Holocentridae,Sargocentron,Sargocentron tiere,Moorea,Haapiti,Slope,-17.55411,-149.8847,23/03/2018,190.5,230,173,244.173,4.3526,3338.845088,7,4.18,species,2.76,species,33
MOO18FE016,Balistidae,Odonus,Odonus niger,Moorea,Entre2Baies,Slope,-17.47621,-149.84489,19/04/2018,145,273,158,235.643,5.5653,4119.959966,6,3.22,species,2.02,species,50
MOO18FE017,Balistidae,Odonus,Odonus niger,Moorea,Entre2Baies,Slope,-17.47621,-149.84489,19/04/2018,175.9,277,159,282.369,5.5985,4966.364273,6,3.22,species,2.02,species,50
MOO18FE018,Balistidae,Melichthys,Melichthys vidua,Moorea,Entre2Baies,Slope,-17.47621,-149.84489,19/04/2018,180.6,190,142,409.595,7.753,9976.410325,2,3.38,species,1.87,species,40
MOO18FE019,Serranidae,Cephalopholis,Cephalopholis urodeta,Moorea,Entre2Baies,Slope,-17.47621,-149.84489,19/04/2018,100.2,189,155,140.972,3.1104,1377.523375,7,4.02,species,3.03,species,28
MOO18FE020,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,Entre2Baies,Slope,-17.47621,-149.84489,19/04/2018,97.1,161,119,634.274,4.9681,9899.58778,2,2,species,1.74,species,48.8
MOO18FE021,Balistidae,Balistapus,Balistapus undulatus,Moorea,Entre2Baies,Slope,-17.47621,-149.84489,19/04/2018,123.3,166,128,341.237,4.5873,4917.71245,6,3.37,species,1.89,species,30
MOO18FE022,Balistidae,Balistapus,Balistapus undulatus,Moorea,Entre2Baies,Slope,-17.47621,-149.84489,19/04/2018,132.6,195,156,351.19,4.3036,4748.144339,6,3.37,species,1.89,species,30
MOO18FE023,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,Entre2Baies,Slope,-17.47621,-149.84489,19/04/2018,356.3,266,223,219.671,3.3566,2316.44605,4,4.16,species,3.02,species,60
MOO18FE024,Zanclidae,Zanclus,Zanclus cornutus,Moorea,Entre2Baies,Slope,-17.47621,-149.84489,19/04/2018,99.2,164,131,392.22,5.8161,7166.572077,1,2.49,species,1.15,species,23
MOO18FE025,Balistidae,Melichthys,Melichthys vidua,Moorea,Entre2Baies,Slope,-17.47621,-149.84489,19/04/2018,272.2,223,181,435.952,8.7334,11961.12142,2,3.38,species,1.87,species,40
MOO18FE026,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,Entre2Baies,Slope,-17.47621,-149.84489,19/04/2018,86.1,151,117,742.5,5.5193,12874.49881,2,2,species,1.74,species,48.8
MOO18FE027,Chaetodontidae,Chaetodon,Chaetodon ornatissimus,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,64,122,94,962.766,3.0584,9250.493504,3,3.34,species,1.44,species,20
MOO18FE029,Balistidae,Melichthys,Melichthys vidua,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,272.5,223,182,350.858,10.3976,11460.78491,2,3.38,species,1.87,species,40
MOO18FE030,Zanclidae,Zanclus,Zanclus cornutus,Moorea,Entre2Baies,Slope,-17.47621,-149.84489,19/04/2018,125.2,156,130,478.241,6.4471,9686.370688,1,2.49,species,1.15,species,23
MOO18FE031,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,79.8,154,118,442.715,5.0357,7003.803596,2,2,species,1.74,species,48.8
MOO18FE032,Balistidae,Odonus,Odonus niger,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,154.8,212,143,290.571,3.3687,3075.13706,6,3.22,species,2.02,species,50
MOO18FE033,Balistidae,Melichthys,Melichthys niger,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,48,125,97,240.21,6.2285,4700.287518,2,2.73,species,2.08,species,50
MOO18FE034,Chaetodontidae,Chaetodon,Chaetodon ornatissimus,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,61,125,105,1004.316,2.9488,9303.911532,3,3.34,species,1.44,species,20
MOO18FE036,Chaetodontidae,Chaetodon,Chaetodon reticulatus,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,46.6,114,92,982.058,2.6382,8139.443756,3,2.63,species,1.42,species,18
MOO18FE037,Balistidae,Melichthys,Melichthys vidua,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,295,225,176,493.764,12.2364,18981.16921,2,3.38,species,1.87,species,40
MOO18FE038,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,53.8,127,101,498.401,4.3203,6764.608747,2,2,species,1.74,species,48.8
MOO18FE039,Serranidae,Cephalopholis,Cephalopholis urodeta,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,75.2,157,116,90.187,1.9078,540.538532,7,4.02,species,3.03,species,28
MOO18FE040,Balistidae,Melichthys,Melichthys niger,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,368.1,258,200,565.394,10.1841,18089.38172,2,2.73,species,2.08,species,50
MOO18FE042,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,131.5,219,174,137.068,2.4512,1055.515698,4,4.16,species,3.02,species,60
MOO18FE043,Zanclidae,Zanclus,Zanclus cornutus,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,91.4,157,126,413.93,6.4242,8354.026128,1,2.49,species,1.15,species,23
MOO18FE044,Acanthuridae,Naso,Naso lituratus,Moorea,PetitVillage,Slope,-17.49831,-149.92711,20/04/2018,140.5,210,167,765.185,6.2625,15054.42109,2,2.32,species,2.33,species,56.12
MOO18FE045,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,Hibiscus,Slope,-17.5174,-149.92453,23/04/2018,470.2,310,259,193.1,4.152,2518.77568,4,4.16,species,3.02,species,60
MOO18FE046,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,Hibiscus,Slope,-17.5174,-149.92453,23/04/2018,222.2,255,202,175.642,2.2817,1259.032059,4,4.16,species,3.02,species,60
MOO18FE047,Acanthuridae,Naso,Naso lituratus,Moorea,Hibiscus,Slope,-17.5174,-149.92453,23/04/2018,141.2,197,154,754.332,6.1468,14566.71043,2,2.32,species,2.33,species,56.12
MOO18FE048,Balistidae,Balistapus,Balistapus undulatus,Moorea,Hibiscus,Slope,-17.5174,-149.92453,23/04/2018,115.7,175,136,363.423,6.0923,6955.743566,6,3.37,species,1.89,species,30
MOO18FE049,Balistidae,Melichthys,Melichthys vidua,Moorea,Hibiscus,Slope,-17.5174,-149.92453,23/04/2018,218.5,202,165,395.714,11.3528,14113.4853,2,3.38,species,1.87,species,40
MOO18FE050,Pomacentridae,Dascyllus,Dascyllus flavicaudus,Moorea,Hibiscus,Slope,-17.5174,-149.92453,23/04/2018,17.6,85,62,133.209,2.9893,1250.987421,8,2.94,genus,1.5,species,12
MOO18FE051,Serranidae,Cephalopholis,Cephalopholis urodeta,Moorea,Hibiscus,Slope,-17.5174,-149.92453,23/04/2018,81.6,159,121,70.19,3.3986,749.4198087,7,4.02,species,3.03,species,28
MOO18FE052,Chaetodontidae,Chaetodon,Chaetodon reticulatus,Moorea,Hibiscus,Slope,-17.5174,-149.92453,23/04/2018,49.9,120,99,981.944,3.1372,9677.848067,3,2.63,species,1.42,species,18
MOO18FE053,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,36.3,111,82,497.805,3.7473,5860.40446,2,2,species,1.74,species,48.8
MOO18FE054,Labridae,Epibulus,Epibulus insidiator,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,245.6,236,189,106.594,7.0169,2349.783877,7,4.01,species,2.06,species,65.88
MOO18FE055,Chaetodontidae,Chaetodon,Chaetodon ornatissimus,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,82.5,141,108,1483.932,2.6092,12163.85523,3,3.34,species,1.44,species,20
MOO18FE056,Chaetodontidae,Chaetodon,Chaetodon reticulatus,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,62.5,122,98,1321.189,2.1207,8802.257278,3,2.63,species,1.42,species,18
MOO18FE057,Balistidae,Balistapus,Balistapus undulatus,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,130.2,174,126,451.644,5.6403,8002.917169,6,3.37,species,1.89,species,30
MOO18FE058,Acanthuridae,Acanthurus,Acanthurus nigricans,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,28.2,98,75,429.751,3.7513,5064.639825,2,2,species,1.86,species,21.3
MOO18FE059,Acanthuridae,Acanthurus,Acanthurus nigricans,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,27.6,105,76,472.023,3.1839,4721.418011,2,2,species,1.86,species,21.3
MOO18FE060,Chaetodontidae,Chaetodon,Chaetodon reticulatus,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,55,120,98,1103.875,2.5934,8993.718226,3,2.63,species,1.42,species,18
MOO18FE061,Serranidae,Cephalopholis,Cephalopholis urodeta,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,102.3,185,156,165.435,2.114,1098.707911,7,4.02,species,3.03,species,28
MOO18FE062,Pomacanthidae,Centropyge,Centropyge flavissima,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,14.6,75,56,184.408,1.7487,1013.082796,1,2.75,species,1.82,species,14
MOO18FE063,Pomacanthidae,Centropyge,Centropyge flavissima,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,9.7,55,42,181.883,1.2479,713.0529259,1,2.75,species,1.82,species,14
MOO18FE064,Zanclidae,Zanclus,Zanclus cornutus,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,135.8,171,140,483.199,6.3744,9676.431174,1,2.49,species,1.15,species,23
MOO18FE065,Balistidae,Melichthys,Melichthys vidua,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,174.9,187,145,306.629,11.3496,10933.10843,2,3.38,species,1.87,species,40
MOO18FE066,Zanclidae,Zanclus,Zanclus cornutus,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,65.4,131,103,379.314,4.4881,5348.244705,1,2.49,species,1.15,species,23
MOO18FE067,Chaetodontidae,Chaetodon,Chaetodon vagabundus,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,68.5,139,112,608.578,3.1646,6050.411949,3,2.9,species,1.45,species,23
MOO18FE068,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,Papetoai,Slope,-17.48316,-149.87117,24/04/2018,45.2,120,92,514.292,4.4423,7177.406203,2,2,species,1.96,species,26
MOO18FE069,Pomacanthidae,Centropyge,Centropyge flavissima,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,9.1,70,55,206.2,1.6958,1098.533144,1,2.75,species,1.82,species,14
MOO18FE070,Pomacanthidae,Centropyge,Centropyge flavissima,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,7.3,61,48,261.417,1.6831,1382.272345,1,2.75,species,1.82,species,14
MOO18FE071,Balistidae,Balistapus,Balistapus undulatus,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,53.4,126,95,315.111,4.8039,4755.622739,6,3.37,species,1.89,species,30
MOO18FE072,Balistidae,Melichthys,Melichthys niger,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,336.6,236,185,629.363,10.3122,20389.30429,2,2.73,species,2.08,species,50
MOO18FE073,Pomacentridae,Dascyllus,Dascyllus flavicaudus,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,10.1,75,58,244.811,2.7612,2123.629088,8,2.94,genus,1.5,species,12
MOO18FE074,Acanthuridae,Naso,Naso lituratus,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,252.6,240,185,1012.168,7.8565,24982.25232,2,2.32,species,2.33,species,56.12
MOO18FE075,Acanthuridae,Acanthurus,Acanthurus triostegus,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,65.6,145,108,654.494,3.7711,7753.960623,2,2.78,species,1.96,species,27
MOO18FE076,Chaetodontidae,Chaetodon,Chaetodon vagabundus,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,65.8,148,114,659.177,3.3553,6948.375417,3,2.9,species,1.45,species,23
MOO18FE077,Chaetodontidae,Chaetodon,Chaetodon vagabundus,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,77.8,144,120,784.883,3.7776,9314.740602,3,2.9,species,1.45,species,23
MOO18FE078,Serranidae,Cephalopholis,Cephalopholis argus,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,100.7,189,155,123.187,2.3614,913.8697679,4,4.16,species,3.02,species,60
MOO18FE079,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,72.8,147,115,661.952,5.1942,10801.77282,2,2,species,1.74,species,48.8
MOO18FE080,Balistidae,Balistapus,Balistapus undulatus,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,46,125,96,290.348,3.9833,3633.387584,6,3.37,species,1.89,species,30
MOO18FE081,Balistidae,Melichthys,Melichthys niger,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,287.9,228,185,437.544,8.7693,12054.14838,2,2.73,species,2.08,species,50
MOO18FE082,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,Hilton,Slope,-17.47902,-149.84959,25/04/2018,65.4,140,114,512.513,3.5052,5643.747322,2,2,species,1.96,species,26
MOO18FE083,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,PublicBeach,Slope,-17.48171,-149.85553,26/04/2018,70,150,114,635.633,4.1148,8216.843968,2,2,species,1.74,species,48.8
MOO18FE084,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,PublicBeach,Slope,-17.48171,-149.85553,26/04/2018,8.3,69,54,232.732,2.575,1882.709039,2,2,species,1.74,species,48.8
MOO18FE085,Labridae,Epibulus,Epibulus insidiator,Moorea,PublicBeach,Slope,-17.48171,-149.85553,26/04/2018,104.9,187,152,87.536,4.0727,1120.002497,7,4.01,species,2.06,species,65.88
MOO18FE086,Chaetodontidae,Chaetodon,Chaetodon ornatissimus,Moorea,PublicBeach,Slope,-17.48171,-149.85553,26/04/2018,17.7,70,56,466.865,1.7814,2612.778764,3,3.34,species,1.44,species,20
MOO18FE087,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,PublicBeach,Slope,-17.48171,-149.85553,26/04/2018,89.2,157,122,770.769,3.8068,9217.946274,2,2,species,1.74,species,48.8
MOO18FE088,Balistidae,Odonus,Odonus niger,Moorea,PublicBeach,Slope,-17.48171,-149.85553,26/04/2018,104.5,205,136,227.751,3.6972,2645.349811,6,3.22,species,2.02,species,50
MOO18FE089,Acanthuridae,Naso,Naso lituratus,Moorea,PublicBeach,Slope,-17.48171,-149.85553,26/04/2018,189.8,220,171,867.135,5.7816,15750.14768,2,2.32,species,2.33,species,56.12
MOO18FE090,Chaetodontidae,Chaetodon,Chaetodon reticulatus,Moorea,PublicBeach,Slope,-17.48171,-149.85553,26/04/2018,58.2,130,106,956.366,2.1092,6337.117554,3,2.63,species,1.42,species,18
MOO18FE092,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,PublicBeach,Slope,-17.48171,-149.85553,26/04/2018,20.3,90,68,318.374,2.9654,2965.997289,2,2,species,1.74,species,48.8
MOO18FE093,Acanthuridae,Naso,Naso lituratus,Moorea,PublicBeach,Slope,-17.48171,-149.85553,26/04/2018,184.6,213,166,910.884,6.8093,19485.67321,2,2.32,species,2.33,species,56.12
MOO18FE094,Balistidae,Odonus,Odonus niger,Moorea,PublicBeach,Slope,-17.48171,-149.85553,26/04/2018,187,235,173,253.295,4.1964,3339.284088,6,3.22,species,2.02,species,50
MOO18FE095,Holocentridae,Myripristis,Myripristis berndti,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,55.7,150,105,159.953,2.529,1270.840632,7,3.72,species,2.46,species,30
MOO18FE096,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,0.6,29,22,78.167,1.1881,291.760378,2,2,species,1.74,species,48.8
MOO18FE097,Holocentridae,Neoniphon,Neoniphon sammara,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,113.5,202,165,146.887,4.8136,2221.279621,7,3.37,species,3.31,species,32
MOO18FE098,Holocentridae,Myripristis,Myripristis berndti,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,62.4,142,102,109.588,2.6315,905.9750718,7,3.72,species,2.46,species,30
MOO18FE099,Holocentridae,Sargocentron,Sargocentron tiere,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,113.9,190,150,201.496,3.4245,2167.771351,7,4.18,species,2.76,species,33
MOO18FE100,Holocentridae,Neoniphon,Neoniphon sammara,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,78.7,185,142,149.678,2.8547,1342.357888,7,3.37,species,3.31,species,32
MOO18FE101,Holocentridae,Neoniphon,Neoniphon sammara,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,125.5,195,159,172.137,3.3801,1827.905129,7,3.37,species,3.31,species,32
MOO18FE102,Holocentridae,Myripristis,Myripristis berndti,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,71.6,163,115,124.846,3.2277,1265.953248,7,3.72,species,2.46,species,30
MOO18FE103,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,67.1,142,110,601.604,3.1019,5862.574581,2,2,species,1.74,species,48.8
MOO18FE104,Holocentridae,Neoniphon,Neoniphon argenteus,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,85.4,173,135,149.245,4.4469,2085.004643,7,3.96,species,3.47,species,24
MOO18FE105,Holocentridae,Myripristis,Myripristis berndti,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,70.1,152,115,179.236,3.0793,1733.912262,7,3.72,species,2.46,species,30
MOO18FE106,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,82.3,149,112,481.641,5.5839,8449.109803,2,2,species,1.74,species,48.8
MOO18FE107,Holocentridae,Myripristis,Myripristis berndti,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,71.9,120,152,168.553,1.6707,884.6771945,7,3.72,species,2.46,species,30
MOO18FE108,Holocentridae,Neoniphon,Neoniphon sammara,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,106.6,209,155,197.277,2.9205,1810.020686,7,3.37,species,3.31,species,32
MOO18FE109,Holocentridae,Myripristis,Myripristis berndti,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,50.6,135,105,110.281,3.8319,1327.592331,7,3.72,species,2.46,species,30
MOO18FE111,Acanthuridae,Zebrasoma,Zebrasoma scopas,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,62.9,129,98,566.816,4.0182,7155.228757,2,2,species,1.74,species,48.8
MOO18FE112,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,64.7,160,109,354.839,4.6593,5193.999384,2,2,species,1.96,species,26
MOO18FE113,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,84.4,181,122,766.719,3.5245,8489.529332,2,2,species,1.96,species,26
MOO18FE114,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,Opunohu,Lagoon,-17.51881,-149.85019,27/04/2018,124.5,215,148,757.076,4.1023,9757.010415,2,2,species,1.96,species,26
MOO18FE115,Labridae,Epibulus,Epibulus insidiator,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,191.2,221,182,87.856,5.2411,1446.584293,7,4.01,species,2.06,species,65.88
MOO18FE116,Chaetodontidae,Chaetodon,Chaetodon ornatissimus,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,19.5,86,70,687.406,2.1484,4639.576446,3,3.34,species,1.44,species,20
MOO18FE117,Acanthuridae,Naso,Naso lituratus,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,175.4,220,171,891.927,5.5691,15605.01534,2,2.32,species,2.33,species,56.12
MOO18FE118,Serranidae,Cephalopholis,Cephalopholis urodeta,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,93.6,186,148,95.657,3.6852,1107.459088,7,4.02,species,3.03,species,28
MOO18FE119,Chaetodontidae,Chaetodon,Chaetodon reticulatus,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,30.2,104,80,790.786,1.987,4936.358719,3,2.63,species,1.42,species,18
MOO18FE120,Acanthuridae,Acanthurus,Acanthurus nigricans,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,80.7,149,109,649.099,4.2341,8634.196408,2,2,species,1.86,species,21.3
MOO18FE121,Labridae,Epibulus,Epibulus insidiator,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,175.5,221,165,114.15,4.0195,1441.444155,7,4.01,species,2.06,species,65.88
MOO18FE122,Acanthuridae,Acanthurus,Acanthurus nigricans,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,11.1,82,59,197.24,1.6606,1028.987029,2,2,species,1.86,species,21.3
MOO18FE123,Pomacentridae,Dascyllus,Dascyllus flavicaudus,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,14.7,81,56,190.333,2.372,1418.334446,8,2.94,genus,1.5,species,12
MOO18FE124,Balistidae,Melichthys,Melichthys niger,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,93.5,162,121,246.74,5.5598,4309.715505,2,2.73,species,2.08,species,50
MOO18FE125,Pomacentridae,Dascyllus,Dascyllus flavicaudus,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,26.3,100,72,318.475,2.1026,2103.690661,8,2.94,genus,1.5,species,12
MOO18FE126,Pomacentridae,Dascyllus,Dascyllus flavicaudus,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,25.6,100,75,222.983,2.0807,1457.575615,8,2.94,genus,1.5,species,12
MOO18FE127,Acanthuridae,Naso,Naso lituratus,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,234,255,199,652.695,5.6831,11653.20688,2,2.32,species,2.33,species,56.12
MOO18FE128,Labridae,Epibulus,Epibulus insidiator,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,114.5,197,155,98.763,4.4015,1365.667117,7,4.01,species,2.06,species,65.88
MOO18FE129,Labridae,Epibulus,Epibulus insidiator,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,281.4,275,210,84.11,6.7274,1777.643858,7,4.01,species,2.06,species,65.88
MOO18FE130,Acanthuridae,Acanthurus,Acanthurus nigricans,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,13,85,60,377.711,3.0669,3639.226792,2,2,species,1.86,species,21.3
MOO18FE131,Chaetodontidae,Chaetodon,Chaetodon reticulatus,Moorea,Temae,Slope,-17.51122,-149.76152,01/04/2018,31.8,105,78,800.46,2.3172,5827.107459,3,2.63,species,1.42,species,18
