id,family,genus,species,location,weight,tl,sl,delta15N,troph
CH_CI_MO_03_16_002,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,23,100.748,85.674,8.85709408,2.98
CH_CI_MO_03_16_003,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,15,90.829,78.653,8.902717541,2.98
CH_CI_MO_03_16_004,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,12,86.076,73.243,8.722207325,2.98
CH_CI_MO_03_16_005,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,9,72.884,61.857,8.132077772,2.98
CH_CI_MO_03_16_006,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,9,72.311,61.573,8.411769426,2.98
CH_CI_MO_03_16_007,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,8,74.343,65.386,8.383006809,2.98
CH_CI_MO_03_16_008,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,7,67.596,58.593,8.343334234,2.98
CH_CI_MO_03_16_009,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,6,69.726,60.694,8.361186893,2.98
CH_CI_MO_03_16_010,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,6,64.249,55.459,7.894042322,2.98
CH_CI_MO_03_16_011,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,6,65.987,56.738,8.22233288,2.98
CH_CI_MO_03_16_012,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,6,65.887,56.107,8.384990438,2.98
CH_CI_MO_03_16_013,Chaetodontidae,Chaetodon,Chaetodon citrinellus,Moorea,5,63.08,55.287,8.296718958,2.98
CH_EP_MO_03_16_001,Chaetodontidae,Chaetodon,Chaetodon ephippium,Moorea,88,156.51,137.306,9.560448476,3.01
CH_EP_MO_03_16_002,Chaetodontidae,Chaetodon,Chaetodon ephippium,Moorea,1.7,42.443,35.148,8.212217869,3.01
CH_IN_MO_03_16_001,Labridae,Cheilio,Cheilio inermis,Moorea,431,400.551,364.423,10.80657044,3.49
CH_IN_MO_03_16_002,Labridae,Cheilio,Cheilio inermis,Moorea,350,386.234,349.921,9.863800362,3.49
CH_PE_MO_03_16_001,Chaetodontidae,Chaetodon,Chaetodon pelewensis,Moorea,13.6,86.564,76.009,10.29602723,2.92
CH_SO_MO_03_16_001,Labridae,Chlorurus,Chlorurus spilurus,Moorea,409,283.62,259.925,5.503150913,2.12
CH_SO_MO_03_16_002,Labridae,Chlorurus,Chlorurus spilurus,Moorea,394.2,301.746,259.003,5.841410393,2.12
CH_SO_MO_03_16_003,Labridae,Chlorurus,Chlorurus spilurus,Moorea,355.6,257.922,233.867,5.843394319,2.12
CH_SO_MO_03_16_004,Labridae,Chlorurus,Chlorurus spilurus,Moorea,271.2,280.713,253.911,9.164487396,2.12
CH_SO_MO_03_16_005,Labridae,Chlorurus,Chlorurus spilurus,Moorea,234.7,255.861,229.083,9.436285336,2.12
CH_SO_MO_03_16_006,Labridae,Chlorurus,Chlorurus spilurus,Moorea,242.5,241.349,224.819,5.644009699,2.12
CH_SO_MO_03_16_007,Labridae,Chlorurus,Chlorurus spilurus,Moorea,267.5,256.479,233.824,4.976418409,2.12
CH_SO_MO_03_16_008,Labridae,Chlorurus,Chlorurus spilurus,Moorea,263.2,259.664,233.969,7.53469172,2.12
CH_SO_MO_03_16_009,Labridae,Chlorurus,Chlorurus spilurus,Moorea,200,224.684,207.577,5.974333473,2.12
CH_SO_MO_03_16_010,Labridae,Chlorurus,Chlorurus spilurus,Moorea,147.8,200.112,186.285,6.296721541,2.12
CH_SO_MO_03_16_011,Labridae,Chlorurus,Chlorurus spilurus,Moorea,222.1,219.362,205.486,6.396909832,2.12
CH_SO_MO_03_16_012,Labridae,Chlorurus,Chlorurus spilurus,Moorea,171,206.635,187.276,7.209327762,2.12
CH_SO_MO_03_16_013,Labridae,Chlorurus,Chlorurus spilurus,Moorea,137.9,197.295,172.927,7.027798481,2.12
CH_SO_MO_03_16_014,Labridae,Chlorurus,Chlorurus spilurus,Moorea,140.5,210.155,192.397,6.015003968,2.12
CH_SO_MO_03_16_015,Labridae,Chlorurus,Chlorurus spilurus,Moorea,132.5,188.004,165.775,5.560684783,2.12
CH_SO_MO_03_16_016,Labridae,Chlorurus,Chlorurus spilurus,Moorea,99.5,182.632,165.372,6.698466671,2.12
CH_SO_MO_03_16_017,Labridae,Chlorurus,Chlorurus spilurus,Moorea,104,173.96,160.864,6.269938532,2.12
CH_SO_MO_03_16_018,Labridae,Chlorurus,Chlorurus spilurus,Moorea,96.9,184.45,167.702,7.06053327,2.12
CH_SO_MO_03_16_019,Labridae,Chlorurus,Chlorurus spilurus,Moorea,82,163.703,148.821,4.947651473,2.12
CH_VA_MO_03_16_001,Chaetodontidae,Chaetodon,Chaetodon vagabundus,Moorea,58,135.421,116.677,10.56565056,2.9
CH_VA_MO_03_16_002,Chaetodontidae,Chaetodon,Chaetodon vagabundus,Moorea,3.3,53.224,46.161,7.718363449,2.9
CH_VA_MO_03_16_005,Chaetodontidae,Chaetodon,Chaetodon vagabundus,Moorea,60,143.714,122.605,10.25955478,2.9
CH_VA_MO_03_16_006,Chaetodontidae,Chaetodon,Chaetodon vagabundus,Moorea,55.1,147.406,125.075,9.621523947,2.9
CH_VA_MO_03_16_007,Chaetodontidae,Chaetodon,Chaetodon vagabundus,Moorea,54,138.328,116.903,11.56098477,2.9
CH_VI_MO_03_16_001,Pomacentridae,Chromis,Chromis viridis,Moorea,1.9,53.639,43.378,9.704115423,2.5
CH_VI_MO_03_16_002,Pomacentridae,Chromis,Chromis viridis,Moorea,1.2,45.084,34.605,9.251780165,2.5
CH_VI_MO_03_16_008,Pomacentridae,Chromis,Chromis viridis,Moorea,1.1,45.015,33.701,9.16547936,2.5
CH_VI_MO_03_16_015,Pomacentridae,Chromis,Chromis viridis,Moorea,1.1,45.851,35.363,9.238884643,2.5
CH_VI_MO_03_16_025,Pomacentridae,Chromis,Chromis viridis,Moorea,1,40.127,30.819,9.29542655,2.5
CHE_TR_MO_03_16_001,Labridae,Cheilinus,Cheilinus trilobatus,Moorea,34.1,124.665,104.28,8.656340893,3.92
CHE_TR_MO_03_16_002,Labridae,Cheilinus,Cheilinus trilobatus,Moorea,160.8,227.796,194.919,10.01250227,3.92
CHE_TR_MO_03_16_003,Labridae,Cheilinus,Cheilinus trilobatus,Moorea,6.8,72.324,60.384,8.543327445,3.92
CT_ST_MO_03_16_001,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,78,174.12,129.091,7.46061944,2
CT_ST_MO_03_16_002,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,47,160.4,117.294,8.548639809,2
CT_ST_MO_03_16_003,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,87,187.646,137.803,8.71427281,2
CT_ST_MO_03_16_004,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,74,176.999,130.087,8.514918121,2
CT_ST_MO_03_16_005,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,73,191.168,139.313,8.05669988,2
CT_ST_MO_03_16_006,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,76,178.766,130.921,8.172742161,2
CT_ST_MO_03_16_007,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,136,217.856,166.89,9.073309614,2
CT_ST_MO_03_16_008,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,148,217.629,172.337,8.173733976,2
CT_ST_MO_03_16_009,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,107,211.22,157.309,8.784691631,2
CT_ST_MO_03_16_010,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,90,188.335,138.506,8.976111805,2
CT_ST_MO_03_16_011,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,113,196.762,147.953,8.840233236,2
CT_ST_MO_03_16_012,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,52,152.53,109.288,8.216381994,2
CT_ST_MO_03_16_013,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,108,204.612,152.218,8.768822601,2
CT_ST_MO_03_16_014,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,86,199.478,146.409,8.372096851,2
CT_ST_MO_03_16_015,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,125,213.417,159.631,8.482188246,2
CT_ST_MO_03_16_016,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,69,175.166,128.228,8.358211449,2
CT_ST_MO_03_16_017,Acanthuridae,Ctenochaetus,Ctenochaetus striatus,Moorea,87,192.732,140.368,8.131085958,2
DA_AR_MO_03_16_001,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,7.8,70.639,53.843,9.916395566,3.35
DA_AR_MO_03_16_002,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,6.5,67.185,50.05,10.02848742,3.35
DA_AR_MO_03_16_003,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,5.8,63.114,50.377,9.373791649,3.35
DA_AR_MO_03_16_004,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,5.4,65.416,49.041,9.987816923,3.35
DA_AR_MO_03_16_005,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,4.6,61.618,47.257,8.901617126,3.35
DA_AR_MO_03_16_006,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,5,63.131,47.603,9.314273852,3.35
DA_AR_MO_03_16_007,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,5.5,60.622,48.223,10.06122221,3.35
DA_AR_MO_03_16_008,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,4.6,60.28,45.629,8.925424245,3.35
DA_AR_MO_03_16_009,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,4.6,61.187,48.053,9.000813454,3.35
DA_AR_MO_03_16_010,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,4.1,58.874,45.309,9.663444928,3.35
DA_AR_MO_03_16_011,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,3.5,56.828,44.823,9.584087866,3.35
DA_AR_MO_03_16_012,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,3.7,56.892,43.587,9.157543653,3.35
DA_AR_MO_03_16_013,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,4.1,58.112,43.346,8.819284173,3.35
DA_AR_MO_03_16_014,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,3.5,54.764,40.981,9.158535617,3.35
DA_AR_MO_03_16_015,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,3.2,54.088,40.908,9.269635504,3.35
DA_AR_MO_03_16_016,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,3.4,54.441,41.677,9.477947794,3.35
DA_AR_MO_03_16_017,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,4.1,55.367,42.769,9.359904163,3.35
DA_AR_MO_03_16_018,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,2.9,51.352,39.012,9.043467876,3.35
DA_AR_MO_03_16_019,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,3.1,51.729,42.203,9.130760645,3.35
DA_AR_MO_03_16_020,Pomacentridae,Dascyllus,Dascyllus aruanus,Moorea,2.9,50.62,39.353,9.50076295,3.35
EP_IN_MO_03_16_001,Labridae,Epibulus,Epibulus insidiator,Moorea,187.7,219.548,177.795,11.27646846,4.01
EP_IN_MO_03_16_002,Labridae,Epibulus,Epibulus insidiator,Moorea,230.3,259.527,207.899,13.72509316,4.01
EP_IN_MO_03_16_003,Labridae,Epibulus,Epibulus insidiator,Moorea,128.2,215.213,174.545,13.52682396,4.01
EP_IN_MO_03_16_004,Labridae,Epibulus,Epibulus insidiator,Moorea,133.6,204.111,172.88,13.66263836,4.01
EP_IN_MO_03_16_005,Labridae,Epibulus,Epibulus insidiator,Moorea,114.4,189.088,163.55,10.41102337,4.01
EP_IN_MO_03_16_006,Labridae,Epibulus,Epibulus insidiator,Moorea,56.3,156.597,132.795,13.15011247,4.01
EP_ME_MO_03_16_001,Serranidae,Epinephelus,Epinephelus merra,Moorea,172.6,242.292,206.258,12.20843485,4.38
EP_ME_MO_03_16_002,Serranidae,Epinephelus,Epinephelus merra,Moorea,134,213.249,180.914,11.01429034,4.38
EP_ME_MO_03_16_003,Serranidae,Epinephelus,Epinephelus merra,Moorea,177.7,203.415,177.563,11.71748674,4.38
EP_ME_MO_03_16_004,Serranidae,Epinephelus,Epinephelus merra,Moorea,85.4,181.678,154.329,10.8803954,4.38
EP_ME_MO_03_16_005,Serranidae,Epinephelus,Epinephelus merra,Moorea,77,170.706,144.396,10.86849363,4.38
EP_ME_MO_03_16_006,Serranidae,Epinephelus,Epinephelus merra,Moorea,69,170.017,144.697,10.47375151,4.38
EP_ME_MO_03_16_007,Serranidae,Epinephelus,Epinephelus merra,Moorea,56,153.821,130.747,10.12066559,4.38
EP_ME_MO_03_16_008,Serranidae,Epinephelus,Epinephelus merra,Moorea,52.8,155.396,131.122,10.54615396,4.38
EP_ME_MO_03_16_009,Serranidae,Epinephelus,Epinephelus merra,Moorea,40.4,148.634,124.874,10.12264922,4.38
EP_ME_MO_03_16_010,Serranidae,Epinephelus,Epinephelus merra,Moorea,38.4,134.966,114.851,10.24365058,4.38
EP_ME_MO_03_16_011,Serranidae,Epinephelus,Epinephelus merra,Moorea,31.3,126.516,110.402,9.718980772,4.38
EP_ME_MO_03_16_012,Serranidae,Epinephelus,Epinephelus merra,Moorea,26.9,125.265,107,9.083227757,4.38
EP_ME_MO_03_16_013,Serranidae,Epinephelus,Epinephelus merra,Moorea,35.8,137.693,121.476,9.80030955,4.38
EP_ME_MO_03_16_016,Serranidae,Epinephelus,Epinephelus merra,Moorea,25.4,119.466,102.453,9.541445998,4.38
EP_ME_MO_03_16_017,Serranidae,Epinephelus,Epinephelus merra,Moorea,23.6,120.797,100.606,9.544421442,4.38
EP_ME_MO_03_16_018,Serranidae,Epinephelus,Epinephelus merra,Moorea,17.6,108.138,91.452,9.386722956,4.38
EP_ME_MO_03_16_019,Serranidae,Epinephelus,Epinephelus merra,Moorea,24.7,125.685,106.034,9.175466494,4.38
FI_CO_MO_03_16_001,Fistulariidae,Fistularia,Fistularia commersonii,Moorea,2.8,251.398,197.478,9.550535015,4.28
FI_CO_MO_03_16_002,Fistulariidae,Fistularia,Fistularia commersonii,Moorea,1.7,232.111,175.038,9.218434094,4.28
FI_CO_MO_03_16_003,Fistulariidae,Fistularia,Fistularia commersonii,Moorea,3.6,276.696,209.196,10.017459,4.28
GO_VA_MO_03_16_001,Labridae,Gomphosus,Gomphosus varius,Moorea,41.9,167.068,150.044,12.11217317,3.5
HA_TR_MO_03_16_001,Labridae,Halichoeres,Halichoeres trimaculatus,Moorea,26,122.656,107.769,8.424365921,3.46
HA_TR_MO_03_16_002,Labridae,Halichoeres,Halichoeres trimaculatus,Moorea,12.1,101.025,86.328,8.330188047,3.46
HA_TR_MO_03_16_003,Labridae,Halichoeres,Halichoeres trimaculatus,Moorea,4.7,74.874,65.453,7.689778509,3.46
HA_TR_MO_03_16_004,Labridae,Halichoeres,Halichoeres trimaculatus,Moorea,3.7,68.185,57.86,7.661029474,3.46
HA_TR_MO_03_16_005,Labridae,Halichoeres,Halichoeres trimaculatus,Moorea,3.5,68.014,60.04,7.980242897,3.46
HA_TR_MO_03_16_006,Labridae,Halichoeres,Halichoeres trimaculatus,Moorea,3.4,64.395,57.328,12.01204722,3.46
LU_FU_MO_03_16_007,Lutjanidae,Lutjanus,Lutjanus fulvus,Moorea,326.7,284.014,234.943,12.7947832,3.66
LU_FU_MO_03_16_008,Lutjanidae,Lutjanus,Lutjanus fulvus,Moorea,102.2,194.795,159.355,13.89990825,3.66
LU_FU_MO_03_16_009,Lutjanidae,Lutjanus,Lutjanus fulvus,Moorea,173.6,227.596,185.855,11.32393331,3.66
LU_FU_MO_03_16_010,Lutjanidae,Lutjanus,Lutjanus fulvus,Moorea,136,220.079,176.261,12.37141695,3.66
LU_FU_MO_03_16_011,Lutjanidae,Lutjanus,Lutjanus fulvus,Moorea,172.7,232.242,190.199,11.44202325,3.66
LU_FU_MO_03_16_012,Lutjanidae,Lutjanus,Lutjanus fulvus,Moorea,131.9,209.836,173.273,11.07225118,3.66
MO_GR_MO_03_16_003,Lethrinidae,Monotaxis,Monotaxis grandoculis,Moorea,280.9,285.051,226.686,8.170581336,3.4
MO_GR_MO_03_16_004,Lethrinidae,Monotaxis,Monotaxis grandoculis,Moorea,115.4,199.873,153.482,8.881376442,3.4
MU_FL_MO_03_16_001,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,12,119.266,96.575,8.991443657,3.47
MU_FL_MO_03_16_001B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,228.3,299.286,244.363,9.114677026,3.47
MU_FL_MO_03_16_002,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,12.6,124.28,100.115,9.158404996,3.47
MU_FL_MO_03_16_002B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,182.5,271.5,221.251,8.647582805,3.47
MU_FL_MO_03_16_003,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,10.4,111.201,95.151,8.58994139,3.47
MU_FL_MO_03_16_004,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,9.4,111.135,92.943,8.832432858,3.47
MU_FL_MO_03_16_004B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,258.7,301.421,254.91,9.478414228,3.47
MU_FL_MO_03_16_005,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,8.3,95.701,79.236,8.350431374,3.47
MU_FL_MO_03_16_005B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,191.1,270.413,223.256,10.27148059,3.47
MU_FL_MO_03_16_006,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,8.6,99.492,83.805,9.731282378,3.47
MU_FL_MO_03_16_006B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,202.7,277.907,232.429,9.663264282,3.47
MU_FL_MO_03_16_007,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,7.6,96.545,80.887,10.18294652,3.47
MU_FL_MO_03_16_007B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,169.8,260.813,219.23,10.13333996,3.47
MU_FL_MO_03_16_008,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,6.1,96.29,80.279,8.839389581,3.47
MU_FL_MO_03_16_009,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,201,311.136,253.187,8.93479606,3.47
MU_FL_MO_03_16_009B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,168.9,278.934,226.562,9.440649163,3.47
MU_FL_MO_03_16_010B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,165.6,268.299,220.272,9.218034045,3.47
MU_FL_MO_03_16_011B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,147,256.599,208.98,9.219027863,3.47
MU_FL_MO_03_16_012B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,143.8,257.143,207.891,10.45931209,3.47
MU_FL_MO_03_16_013B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,153,257.481,211.495,9.260768197,3.47
MU_FL_MO_03_16_014B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,138.3,257.212,211.194,8.885105185,3.47
MU_FL_MO_03_16_015B,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Moorea,141,257.077,211.329,9.87792886,3.47
MU_VA_MO_03_16_003,Mullidae,Mulloidichthys,Mulloidichthys vanicolensis,Moorea,197.6,259.814,218.784,9.238904212,3.6
MU_VA_MO_03_16_008,Mullidae,Mulloidichthys,Mulloidichthys vanicolensis,Moorea,192.6,268.145,226.038,9.705004616,3.6
MY_BE_MO_03_16_001,Holocentridae,Myripristis,Myripristis berndti,Moorea,210,228.3,184.088,13.2116976,3.72
MY_BE_MO_03_16_002,Holocentridae,Myripristis,Myripristis berndti,Moorea,173.8,227.284,184.469,13.1928503,3.72
MY_BE_MO_03_16_003,Holocentridae,Myripristis,Myripristis berndti,Moorea,177,210.692,166.236,11.69895359,3.72
MY_BE_MO_03_16_004,Holocentridae,Myripristis,Myripristis berndti,Moorea,154.2,212.798,173.821,12.11855406,3.72
MY_BE_MO_03_16_005,Holocentridae,Myripristis,Myripristis berndti,Moorea,90.3,172.198,136.544,12.20783075,3.72
MY_BE_MO_03_16_006,Holocentridae,Myripristis,Myripristis berndti,Moorea,78,171.635,132.944,13.18491459,3.72
MY_BE_MO_03_16_007,Holocentridae,Myripristis,Myripristis berndti,Moorea,82.5,174.897,138.23,13.27022343,3.72
MY_BE_MO_03_16_008,Holocentridae,Myripristis,Myripristis berndti,Moorea,75,172.671,135.558,13.09960575,3.72
MY_BE_MO_03_16_009,Holocentridae,Myripristis,Myripristis berndti,Moorea,60.9,157.483,125.682,12.72563559,3.72
MY_BE_MO_03_16_010,Holocentridae,Myripristis,Myripristis berndti,Moorea,53.2,154.092,120.559,12.57188128,3.72
MY_BE_MO_03_16_011,Holocentridae,Myripristis,Myripristis berndti,Moorea,53.6,149.816,116.733,12.41316715,3.72
MY_BE_MO_03_16_012,Holocentridae,Myripristis,Myripristis berndti,Moorea,49.5,146.719,115.271,12.09871479,3.72
MY_BE_MO_03_16_013,Holocentridae,Myripristis,Myripristis berndti,Moorea,210.3,226.37,186.222,12.09036355,3.72
MY_BE_MO_03_16_014,Holocentridae,Myripristis,Myripristis berndti,Moorea,174.4,220.856,180.378,12.40263756,3.72
MY_BE_MO_03_16_015,Holocentridae,Myripristis,Myripristis berndti,Moorea,203.6,227.692,191.12,12.50177216,3.72
NA_UN_MO_03_16_001,Acanthuridae,Naso,Naso unicornis,Moorea,349.7,297.193,247.317,6.608269311,2.17
NA_UN_MO_03_16_002,Acanthuridae,Naso,Naso unicornis,Moorea,323.6,283.725,234.474,6.942191988,2.17
NA_UN_MO_03_16_003,Acanthuridae,Naso,Naso unicornis,Moorea,290.5,264.241,223.756,6.635102383,2.17
NA_UN_MO_03_16_004,Acanthuridae,Naso,Naso unicornis,Moorea,242.5,244.49,209.436,6.704669607,2.17
NA_UN_MO_03_16_005,Acanthuridae,Naso,Naso unicornis,Moorea,227.8,251.681,221.163,6.179933971,2.17
NA_UN_MO_03_16_008,Acanthuridae,Naso,Naso unicornis,Moorea,2252.2,556.267,451.482,7.659046782,2.17
NA_UN_MO_03_16_009,Acanthuridae,Naso,Naso unicornis,Moorea,50.6,141.882,114.868,6.32469502,2.17
OD_NI_MO_03_16_001,Balistidae,Odonus,Odonus niger,Moorea,179,262.057,183.832,12.22331207,3.22
OD_NI_MO_03_16_002,Balistidae,Odonus,Odonus niger,Moorea,91,203.825,143.345,11.74426572,3.22
OD_NI_MO_03_16_003,Balistidae,Odonus,Odonus niger,Moorea,108,219.141,146.424,11.99916202,3.22
OD_NI_MO_03_16_004,Balistidae,Odonus,Odonus niger,Moorea,119,198.592,161.421,12.64185773,3.22
OD_NI_MO_03_16_005,Balistidae,Odonus,Odonus niger,Moorea,196,293.074,181.261,12.72517014,3.22
OD_NI_MO_03_16_006,Balistidae,Odonus,Odonus niger,Moorea,186,290.242,182.675,12.76583453,3.22
OD_NI_MO_03_16_007,Balistidae,Odonus,Odonus niger,Moorea,170,268.171,187.265,12.71624381,3.22
OD_NI_MO_03_16_008,Balistidae,Odonus,Odonus niger,Moorea,182,289.603,184.308,12.4603557,3.22
OD_NI_MO_03_16_009,Balistidae,Odonus,Odonus niger,Moorea,103,214.658,153.45,12.25207468,3.22
OD_NI_MO_03_16_010,Balistidae,Odonus,Odonus niger,Moorea,103,209.178,145.894,11.91287417,3.22
OD_NI_MO_03_16_011,Balistidae,Odonus,Odonus niger,Moorea,170,249.711,182.96,12.33340346,3.22
OD_NI_MO_03_16_012,Balistidae,Odonus,Odonus niger,Moorea,157,259.225,177.298,11.59152631,3.22
OD_NI_MO_03_16_013,Balistidae,Odonus,Odonus niger,Moorea,66,181.96,125.284,11.27712115,3.22
OD_NI_MO_03_16_014,Balistidae,Odonus,Odonus niger,Moorea,67,175.686,124.85,11.197776,3.22
PA_MU_MO_03_16_001,Mullidae,Parupeneus,Parupeneus multifasciatus,Moorea,194.2,258.442,220.262,10.07000034,3.61
PA_MU_MO_03_16_002,Mullidae,Parupeneus,Parupeneus multifasciatus,Moorea,107.6,202.431,171.262,9.884618629,3.61
PA_MU_MO_03_16_004,Mullidae,Parupeneus,Parupeneus multifasciatus,Moorea,2.3,66.69,57.385,13.5793653,3.61
PA_MU_MO_03_16_005,Mullidae,Parupeneus,Parupeneus multifasciatus,Moorea,2.2,65.218,54.967,9.247183129,3.61
RH_AC_MO_03_16_001,Balistidae,Rhinecanthus,Rhinecanthus aculeatus,Moorea,120.3,182.306,159.585,8.549194873,3.22
RH_AC_MO_03_16_002,Balistidae,Rhinecanthus,Rhinecanthus aculeatus,Moorea,101.5,166.89,146.637,8.861253565,3.22
RH_AC_MO_03_16_003,Balistidae,Rhinecanthus,Rhinecanthus aculeatus,Moorea,98.7,169.71,150.548,9.034177809,3.22
RH_AC_MO_03_16_004,Balistidae,Rhinecanthus,Rhinecanthus aculeatus,Moorea,105.9,173.831,152.127,8.803612151,3.22
RH_AC_MO_03_16_005,Balistidae,Rhinecanthus,Rhinecanthus aculeatus,Moorea,103.5,168.119,148.982,8.386208804,3.22
RH_AC_MO_03_16_006,Balistidae,Rhinecanthus,Rhinecanthus aculeatus,Moorea,33.4,120.359,104.599,8.23316091,3.22
RH_AC_MO_03_16_007,Balistidae,Rhinecanthus,Rhinecanthus aculeatus,Moorea,2.5,47.971,40.219,7.93203421,3.22
SA_MI_MO_03_16_001,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,114,182.467,156.484,11.83584452,3.61
SA_MI_MO_03_16_002,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,86,174.672,149.089,12.31893064,3.61
SA_MI_MO_03_16_003,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,81,178.864,148.134,11.81302937,3.61
SA_MI_MO_03_16_004,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,109,184.991,153.548,10.85082498,3.61
SA_MI_MO_03_16_005,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,104,168.888,141.449,11.41426013,3.61
SA_MI_MO_03_16_006,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,97,180.119,147.2,11.22479514,3.61
SA_MI_MO_03_16_007,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,82,170.095,142.89,12.12351387,3.61
SA_MI_MO_03_16_008,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,150,203.989,168.673,11.67911432,3.61
SA_MI_MO_03_16_009,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,101,196.422,162.89,12.11161031,3.61
SA_MI_MO_03_16_010,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,107,173.338,143.641,12.06201215,3.61
SA_MI_MO_03_16_011,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,73,195.381,163.619,11.9092498,3.61
SA_MI_MO_03_16_012,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,76,173.583,144.511,12.10367461,3.61
SA_MI_MO_03_16_013,Holocentridae,Sargocentron,Sargocentron microstoma,Moorea,93,174.641,142.165,11.42814761,3.61
